game,version,mapName,chapterOrId,sourceUrls,sourceType,captureView,nativeOrRescaled,playableWidthCells,playableHeightCells,traversableCellEstimate,framePlayableAreaPct,frameScenicContextPct,spawnToFirstDecisionCells,longestMandatoryApproachCells,likelyBacktrackCells,elevationBandCount,maxConsequentialElevationDelta,majorRouteCount,alternateRouteCount,shortLoopCount,chokepointCount,reachableHighGroundCount,sceneryOnlyHighMassCount,majorSilhouetteMassCount,broadMaterialFamilyCount,dominantTexelFrequencyEstimate,practicalLightCount,foregroundLayerPresent,midgroundLayerPresent,farFieldPresent,cameraRotationRange,cameraZoomRange,spriteDirectionEvidence,dynamicStateEvidence,notes,confidence
Genesis,current targets/fixtures @ 2026-07-29 (master b72228b3 / terrain 32b907ad / sites af99980e),scale-pass target: Site-09 large-site vignette (Contested Wall Stair),p11:site-09/03-vignette,Reference/Golden-Site-Ideal-Art/scale-pass-2026-07-28/PROMPT-SET.md; dev/clay-captures/*,target render (documented cell intent) or engine capture,fixed elevated three-quarter (production family),native,~12-16,~16-18,~200 (active-window contract),target renders: playfield dominates frame (~70-85 visual est); context apron thin,~15-30 (visual est; context contract still unbuilt in engine),1-3 (active-window contract: arrival at/near first decision),bounded by window (≤ longest side),design goal: ~0 (movement doctrine),4,3 stacked bands + drop,1 + 1 service (site grammar),1 (licensed),0-1,1-2 (threshold grammar),2-4 (deck law),1-2,2-4 (grammar target),3-5 (few broad families rule),1.65 m/tile approved masonry scale (CL-R4b receipt); sprites NearestFilter texels,"lore-native only (torch reach 120ft, decay 1.5)","no (apron planned, unbuilt)",yes (board),"backdrop plate only (context bands 1-3 specced, unbuilt)",fixed production yaw (player rotation superseded 2026-07-22),governed pan/zoom (~8.3x closer max in Clayroom),single static standee per figure (pixel canon); emote variants licensed for bosses/PCs only,door instance/state machinery in Clayroom; layered durable-history + mutation channels ruled (unbuilt); events persist in world state,one inboard wall-stair MaterializationWindow; height in stacked bands/cutaways; frontiers imply the rest,documented intent (targets) / measured receipt (fixtures)
Genesis,current targets/fixtures @ 2026-07-29 (master b72228b3 / terrain 32b907ad / sites af99980e),scale-pass target: Site-03 Dormant small (Stopped Guard Shelter),p12:site-03/01-small,Reference/Golden-Site-Ideal-Art/scale-pass-2026-07-28/PROMPT-SET.md; dev/clay-captures/*,target render (documented cell intent) or engine capture,fixed elevated three-quarter (production family),native,14,16,~200 (documented intent),target renders: playfield dominates frame (~70-85 visual est); context apron thin,~15-30 (visual est; context contract still unbuilt in engine),1-3 (active-window contract: arrival at/near first decision),bounded by window (≤ longest side),design goal: ~0 (movement doctrine),2,2 bands,1 + 1 service (site grammar),1 (licensed),0-1,1-2 (threshold grammar),2-4 (deck law),1-2,2-4 (grammar target),3-5 (few broad families rule),1.65 m/tile approved masonry scale (CL-R4b receipt); sprites NearestFilter texels,"lore-native only (torch reach 120ft, decay 1.5)","no (apron planned, unbuilt)",yes (board),"backdrop plate only (context bands 1-3 specced, unbuilt)",fixed production yaw (player rotation superseded 2026-07-22),governed pan/zoom (~8.3x closer max in Clayroom),single static standee per figure (pixel canon); emote variants licensed for bosses/PCs only,door instance/state machinery in Clayroom; layered durable-history + mutation channels ruled (unbuilt); events persist in world state,"sealed door, broken side opening, rubble cone below source; quiet/sparse register",documented intent (targets) / measured receipt (fixtures)
TriangleStrategy,Switch/PC 2022,Norzelia green field,p01:norzelia-green-field,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~16-20,~14-18,~200-280 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~18-24,0-4 (reinforcement waves reuse ground),2,~2-4 units,2,1,0,0,2,3,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",sizes estimated from unit-height + house-footprint scaling; no public tile data (declared),medium
TriangleStrategy,Switch/PC 2022,Falkes wheat terraces,p02:falkes-wheat-terraces,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-24,~14-18,~220-320 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),4,~6-10 units,1,2,1,1,4,2,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",4 terrace bands + cable crossing; golden monochrome (satMean 78 measured); far-field plain continues; est method as base,medium-high
TriangleStrategy,Switch/PC 2022,Roselle village — NON-HOMOLOGOUS forest slot (no dense-forest battle in TS; declared absence),p03:roselle-village,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-22,~16-20,~250 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),3,~4-6 units,1,2,1,1,3,3,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",hosts 3 battles incl. day/rain pair — persistent-place reuse evidence; est method as base,medium
TriangleStrategy,Switch/PC 2022,Whiteholm bridge gate,p04:whiteholm-bridge-gate,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~16-20,~12-16,~150-220 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~16-20,0-4 (reinforcement waves reuse ground),3,~4-8 units,1,1,0,2,3,3,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",bridge+gate crossing; water below; castle beyond = real adjacency; est method as base,medium
TriangleStrategy,Switch/PC 2022,Twinsgate fortress (snow),p05:twinsgate-fortress-snow,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-24,~14-18,~200-300 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),4,~8-12 units,1,1,1,2,4,2,3,3,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",snow value control; hosts 2 battles; est method as base,medium
TriangleStrategy,Switch/PC 2022,Wolffort Streets (Ch VII town defense),p06:wolffort-streets,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~22-26,~16-20,~350-500 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~22-26,0-4 (reinforcement waves reuse ground),4,~8-12 units,1,2,1,2,5,2,4,5,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",10 deploy vs 10 + 3 reinforcement waves (documented); stalls packable pre-battle; roofs contested; wall implies castle window,medium-high
TriangleStrategy,Switch/PC 2022,Glenbrook capital ramparts,p07:glenbrook-capital-ramparts,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-24,~14-18,~220-320 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),4,~8-12 units,1,1,0,2,4,2,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",wall-walk band + court; est method as base,medium
TriangleStrategy,Switch/PC 2022,Hyzante Goddess court,p08:hyzante-goddess-court,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-22,~14-18,~220-300 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),3,~4-8 units,1,1,0,1,3,3,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",formal court; white/gold register; est method as base,medium
TriangleStrategy,Switch/PC 2022,Grand Norzelia mine,p09:grand-norzelia-mine,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-24,~14-18,~220-320 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),4,~8-12 units,1,2,1,2,4,3,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,4-8 (lanterns),thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)","rock cuts, timber supports, carts; hosts 2 battles; zero-UI full-diorama frame exists",medium-high
TriangleStrategy,Switch/PC 2022,Wolffort great hall — NON-HOMOLOGOUS interior slot (no roofed-interior battle frame in TS; declared),p10:wolffort-great-hall,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~14-18,~12-16,~150-220 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~16,0-4 (reinforcement waves reuse ground),2,~2-4 units,1,1,0,1,2,2,2,3,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",hall presented open for camera; third Wolffort window (linked-site evidence),low-medium
TriangleStrategy,Switch/PC 2022,Telliore reservoir dam,p11:telliore-reservoir-dam,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~18-22,~14-18,~200-280 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~20,0-4 (reinforcement waves reuse ground),5,"'Height 32' HUD documented — fine height units, large delta",1,2,1,2,5,2,3,4,env dots coarser than sprite dots (documented); px ratio not measurable,2-4 typical,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",max-verticality packet; grid+targeting frame = best measurement anchor; six tile-property HUD readouts captured corpus-wide,medium-high
TriangleStrategy,Switch/PC 2022,Norzelia dry steppe (sparse control),p12:norzelia-dry-steppe,ts-ledger.json (per-file URLs),press/guide capture (Game8/TheGamer/Steam),battle/deploy/full-map views,mixed 640-2000px; per-file dims in ledger,~16-20,~12-16,~180-250 (est),~55-65 (visual est; frames carry world beyond board),~35-45 (context fabric),1-3,~18,0-4 (reinforcement waves reuse ground),2,~2-4 units,1,1,0,0,1,2,2,3,env dots coarser than sprite dots (documented); px ratio not measurable,0-1,thin blurred intrusions,board,yes (hazed/blurred continuation),~free rotation + top Tactical View (documented),zoom in/out (documented),"8-dir for 4 protagonists, fewer for rest (Morimoto primary)","per-scenario: fire traps, packable market, buildable ladders, day/rain weather pairs (documented)",deliberately quiet scrub; low-complexity control,medium
IvaliceChronicles,2025 remaster (Enhanced unless noted),Mandalia Plain (Enhanced),p01,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,12-13,13,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),Enhanced repaint of original board; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Sweegy Woods / Siedge Weald (Enhanced),p03,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,11,12,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),forest packet Enhanced column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Zeirchele Falls (Enhanced + Classic PAIR),p04,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,11,10,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),FIRST-PARTY same-camera mode pair — the ablation anchor; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Ziekden Fortress (Enhanced),p05,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,9,13,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),snow packet Enhanced column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Merchant City of Dorter (Enhanced),p06,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,9,11,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),urban packet Enhanced column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Lionel Castle Gate (Enhanced),p07,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,10,13,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),gate packet Enhanced column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Orbonne Monastery (Enhanced + Classic PAIR),p08,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,10,14,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),opening battle; rain state; mode pair; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Riovanes Castle Roof (Enhanced),p11,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,11,11,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),verticality packet Enhanced column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
IvaliceChronicles,2025 remaster (Enhanced unless noted),Sand Rat's Sietch (Enhanced; ID medium-high confidence),p12,ic-ledger.json (per-file URLs incl. first-party pairs),official site/press kit/store + verified wiki captures,gameplay/press frames; 2 first-party same-camera mode pairs,2560/1920px official; 728px wiki,~9-11,~9-11,as FFT (same board),board dominates; vignette+DoF imply envelope,frame periphery graded/vignetted,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,as FFT,"higher-frequency repaint; sprites 'subdivided'; paper-grain overlay (RPG Site, documented)",as FFT,vignette-implied,board,vignette/DoF haze,4 yaws + new overhead Tactical View (documented),as FFT,"redrawn, proportions kept",no environment-state layer added (observed),sparse-house packet column; geometry visibly identical to original in mode pairs (observational — no source states it outright; flagged),high (identity) / medium (readings)
